"#",PROG CODE,INSTITUTION NAME,PROGRAMME NAME,2015 CUTOFF,2016 CUTOFF,2017 CUTOFF,2018 CUTOFF,2019 CUTOFF,2020 CUTOFF,2021 CUTOFF
BACHELOR OF ARTS,,,,,,,,,,
3,1279514,MOUNT KENYA UNIVERSITY,BACHELOR OF SCIENCE IN ENERGY AND ENVIRONMENTAL TECHNOLOGY,-,-,-,-,28.855,16.791,17.459
BACHELOR OF SCIENCE (FISHERIES AND AQUACULTURE MANAGEMENT),,,,,,,,,,
1,1263515,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (FISHERIES AND AQUACULTURE MANAGEMENT),32.965,21.854,-,26.669,26.9,16.791,-
2,1229515,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (FISHERIES AND NATURAL RESOURCES, WITH IT)",23,21.718,-,-,32.537,16.791,17.459
BACHELOR OF SCIENCE (FISHERIES & AQUATIC SCIENCES),,,,,,,,,,
1,1114517,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (FISHERIES & AQUATIC SCIENCES),23,22.77,-,25.404,-,16.791,17.459
BACHELOR OF SCIENCE IN AQUACULTURE AND FISHERIES TECHNOLOGY,,,,,,,,,,
1,1244518,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN AQUACULTURE AND FISHERIES TECHNOLOGY,23,23.893,-,-,-,16.791,17.459
2,1105518,CHUKA UNIVERSITY,BACHELOR OF SCIENCE IN FISHERIES AND AQUACULTURE,-,-,-,-,30.498,16.791,17.459
3,1166516,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (FISHERIES AND AQUACULTURE),23,-,-,-,-,16.791,-
4,1166518,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (AQUACULTURE AND FISHERIES TECHNOLOGY),-,-,-,-,-,-,17.459
5,1249518,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN AQUACULTURE TECHNOLOGY,-,-,-,-,-,16.791,17.459
6,1082518,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE FISHERIES AND AQUACULTURE,-,-,-,-,-,-,17.459
BACHELOR OF SCIENCE IN FISHERIES AND AQUACULTURE,,,,,,,,,,
1,1063519,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF SCIENCE IN FISHERIES AND AQUACULTURE,-,22.292,-,-,-,-,-
2,1087518,KISII UNIVERSITY,BACHELOR OF SCIENCE IN FISHERIES AND AQUACULTURE,23,21.67,-,-,26.094,16.791,17.459
3,1249519,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN FISHERIES AND AQUACULTURE,29.503,23.105,-,27.717,29.571,16.791,17.459
4,1082519,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE IN FISHERIES AND AQUACULTURE TECHNOLOGY,23,23.591,-,-,-,16.791,17.459
BACHELOR OF ARTS ( LINGUISTICS),,,,,,,,,,
1,1165520,MAASAI MARA UNIVERSITY,BACHELOR OF ARTS ( LINGUISTICS),-,-,-,-,-,-,-
2,1073520,RONGO UNIVERSITY,BACHELOR OF ARTS (LINGUISTIC),23,26.838,-,24.494,24.53,25.33,22.926
3,1087520,KISII UNIVERSITY,BACHELOR OF ARTS (LINGUISTIC),23,-,-,26.094,24.49,24.563,22.926
BACHELOR OF ARTS (APPLIED LINGUISTICS),,,,,,,,,,
1,1087521,KISII UNIVERSITY,BACHELOR OF ARTS (APPLIED LINGUISTICS),23,-,-,-,24.816,-,-
BACHELOR OF ARTS (HISTORY),,,,,,,,,,
1,1057522,EGERTON UNIVERSITY,BACHELOR OF ARTS (HISTORY),-,-,-,-,-,-,-
2,1073522,RONGO UNIVERSITY,BACHELOR OF ARTS (HISTORY),-,-,-,-,-,-,-
3,1087522,KISII UNIVERSITY,BACHELOR OF ARTS (HISTORY),33.076,-,-,25.009,24.971,27.17,22.627
4,1117522,PWANI UNIVERSITY,BACHELOR OF ARTS (HISTORY),-,-,26.235,25.004,24.308,26.989,22.627
5,1165522,MAASAI MARA UNIVERSITY,BACHELOR OF ARTS (HISTORY),28.948,-,-,-,-,26.923,22.627
6,1181522,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF ARTS IN HISTORY,29.224,28.75,-,-,-,-,-
7,1480522,CATHOLIC UNIVERSITY OF EAST AFRICA,BACHELOR OF ARTS IN HISTORY,29.59,27.58,-,24.657,24.773,25.906,22.627
"BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY, WITH IT)",,,,,,,,,,
1,1229523,MASENO UNIVERSITY,"BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY, WITH IT)",33.28,26.267,25.715,26.421,26.868,27.435,22.627
2,1117523,PWANI UNIVERSITY,BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY),23,26.677,-,25.733,24.919,25.667,22.627
"BACHELOR OF ARTS (LITERATURE, WITH IT)",,,,,,,,,,
1,1229524,MASENO UNIVERSITY,"BACHELOR OF ARTS (LITERATURE, WITH IT)",31.129,26.217,26.464,24.207,26.406,27.685,22.926
2,1087524,KISII UNIVERSITY,BACHELOR OF ARTS (LITERATURE),31.302,-,-,24.307,25.172,26.967,22.926
3,1117524,PWANI UNIVERSITY,BACHELOR OF ARTS (LITERATURE),29.73,26.233,-,24.536,25.352,26.966,22.926
4,1105524,CHUKA UNIVERSITY,BACHELOR OF ARTS (LINGUISTICS AND LITERATURE),-,-,-,26.242,27.455,28.695,24.545
BACHELOR OF SCIENCE (RENEWABLE ENERGY),,,,,,,,,,
1,1087525,KISII UNIVERSITY,BACHELOR OF SCIENCE (RENEWABLE ENERGY),23,22.765,-,26.473,26.55,16.9,16.787
2,1570525,TURKANA UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (RENEWABLE ENERGY),-,-,-,23.611,-,-,-
BACHELOR OF SCIENCE (RENEWABLE ENERGY AND BIO-FUELS TECHNOLOGY),,,,,,,,,,
1,1082526,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE (RENEWABLE ENERGY AND BIO-FUELS TECHNOLOGY),30.954,-,-,-,-,-,-
2,1108526,KIBABII UNIVERSITY,BACHELOR OF SCIENCE (RENEWABLE ENERGY AND BIOFUELS TECHNOLOGY),23,21.544,27.083,25.227,23.657,16.9,16.787
BACHELOR OF TECHNOLOGY (ELECTRICAL AND ELECTRONIC ENGINEERING TECHNOLOGY),,,,,,,,,,
1,1112527,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF TECHNOLOGY (ELECTRICAL AND ELECTRONIC ENGINEERING TECHNOLOGY),37.23,37.828,38.007,37.854,38.756,36.651,34.228
2,1246527,MURANGA UNIVERSITY OF TECHNOLOGY,BACHELOR OF TECHNOLOGY (ELECTRICAL AND ELECTRONIC ENGINEERING TECHNOLOGY),-,28.517,33.67,31.98,33.288,32.878,28.277
3,1063527,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF TECHNOLOGY IN ELECTRICAL AND ELECTRONIC ENGINEERING,34.619,33.398,34.406,34.633,34.988,34.927,27.187
4,1240527,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF TECHNOLOGY IN ELECTRICAL AND ELECTRONIC ENGINEERING,-,27.424,34.1,32.315,33.875,32.793,31.055
BACHELOR OF SCIENCE IN (GEOGRAPHIC INFORMATION SCIENCE),,,,,,,,,,
1,1082528,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE IN (GEOGRAPHIC INFORMATION SCIENCE),-,25.157,-,-,-,-,-
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH SCIENCES (PUBLIC HEALTH),,,,,,,,,,
1,1063530,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH SCIENCES (PUBLIC HEALTH),31.464,26.014,33.22,29.115,29.684,28.731,17.459
BACHELOR OF SCIENCE IN FISHERIES AND OCEANOGGRAPHY,,,,,,,,,,
1,1063531,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF SCIENCE IN FISHERIES AND OCEANOGGRAPHY,23,24.142,-,37.667,30.369,16.791,17.459
BACHELOR OF TECHNOLOGY (CIVIL ENGINEERING TECHNOLOGY),,,,,,,,,,
1,1063532,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF TECHNOLOGY (CIVIL ENGINEERING TECHNOLOGY),29.437,33.234,35.611,31.761,34.356,34.596,29.999
2,1112532,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF TECHNOLOGY (CIVIL ENGINEERING TECHNOLOGY),38.275,35.875,37.046,37.279,37.325,37.246,28.712
3,1240532,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF TECHNOLOGY IN CIVIL ENGINEERING,-,28.37,34.274,31.728,33.624,34.028,30.112
BACHELOR OF SCIENCE (OPERATIONS RESEARCH),,,,,,,,,,
1,1249533,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (OPERATIONS RESEARCH),33.192,26.248,23.847,23.922,23.966,20.048,20.1
BACHELOR OF TECHNOLOGY IN MEDICAL ENGINEERING,,,,,,,,,,
1,1063534,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF TECHNOLOGY IN MEDICAL ENGINEERING,32.096,33.401,34.241,34.47,35.964,36.132,32.982
2,1079534,KIRINYAGA UNIVERSITY,BACHELOR OF TECHNOLOGY IN MEDICAL ENGINEERING,-,-,-,23.761,31.225,29.167,16.787
BACHELOR OF TECHNOLOGY (MECHANICAL ENGINEERING TECHNOLOGY),,,,,,,,,,
1,1063535,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF TECHNOLOGY (MECHANICAL ENGINEERING TECHNOLOGY),30.865,31.791,33.607,33.154,34.164,33.941,26.589
2,1112535,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF TECHNOLOGY (MECHANICAL ENGINEERING TECHNOLOGY),36.423,34.022,35.684,35.432,36.274,35.304,31.001
3,1079535,KIRINYAGA UNIVERSITY,BACHELOR OF TECHNOLOGY IN MECHANICAL ENGINEERING,-,-,25.439,27.44,28.351,27.303,16.787
4,1240535,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF TECHNOLOGY IN MECHANICAL ENGINEERING,-,28.931,32.607,31.063,32.267,30.252,16.787
5,1246535,MURANGA UNIVERSITY OF TECHNOLOGY,BACHELOR OF TECHNOLOGY IN MECHANICAL ENGINEERING,-,-,-,24.715,29.338,29.675,16.787
BACHELOR OF SCIENCE (BUSINESS COMPUTING),,,,,,,,,,
1,1107536,ST PAULS UNIVERSITY,BACHELOR OF SCIENCE (BUSINESS COMPUTING),23,-,-,-,-,-,-
2,1249536,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (BUSINESS COMPUTING),37.447,29.632,30.082,26.594,29.352,30.469,19.223
BACHELOR OF TECHNOLOGY IN MARINE ENGINEERING,,,,,,,,,,
1,1063537,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF TECHNOLOGY IN MARINE ENGINEERING,29.295,26.888,31.662,35.902,36.329,35.35,31.168
BACHELOR OF PHILOSOPHY IN  TECHNOLOGY (SURVEYING TECHNOLOGY),,,,,,,,,,
1,1112538,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF PHILOSOPHY IN  TECHNOLOGY (SURVEYING TECHNOLOGY),-,34.614,36.221,34.311,35.417,32.346,24.456
"BACHELOR OF SCIENCE IN MANAGEMENT FINANCE, WITH IT",,,,,,,,,,
1,1229539,MASENO UNIVERSITY,"BACHELOR OF SCIENCE IN MANAGEMENT FINANCE, WITH IT",-,-,24.946,-,-,-,-
BACHELOR OF ECONOMICS & FINANCE,,,,,,,,,,
1,1079540,KIRINYAGA UNIVERSITY,BACHELOR OF ECONOMICS & FINANCE,-,-,-,23.74,23.979,20.048,20.1
2,1111540,KENYATTA UNIVERSITY,BACHELOR OF ECONOMICS & FINANCE,42.84,40.487,37.375,37.304,38.013,35.553,35.746
3,1061540,KABARAK UNIVERSITY,BACHELOR OF ECONOMICS AND FINANCE,-,-,23.456,29.972,31.67,28.254,27.835
4,1093540,UNIVERSITY OF EMBU,BACHELOR OF ECONOMICS AND FINANCE,-,-,-,-,24.104,20.048,20.1
5,1170540,MACHAKOS UNIVERSITY,BACHELOR OF ECONOMICS AND FINANCE,38.641,34.642,31.133,31.18,30.222,23.452,20.1
6,1279540,MOUNT KENYA UNIVERSITY,BACHELOR OF ECONOMICS AND FINANCE,29.23,29.758,29.55,31.067,31.898,31.575,32.406
7,1580540,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,BACHELOR OF ECONOMICS AND FINANCE,-,-,-,-,-,-,20.1
8,1080540,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN BANKING AND FINANCE,-,-,-,-,-,-,20.1
9,1249539,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN BANKING AND FINANCE,-,37.02,-,-,-,-,-
10,1249540,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN BANKING AND FINANCE,-,-,32.903,34.999,36.715,32.192,34.936
11,1229540,MASENO UNIVERSITY,"BACHELOR OF ECONOMICS AND FINANCE, WITH IT",-,-,-,-,29.109,25.956,23.849
BACHELOR OF SCIENCE (FINANCE),,,,,,,,,,
1,1058539,UNITED STATES INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE (FINANCE),30.922,-,-,-,-,-,-
2,1080541,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF SCIENCE (FINANCE),39.827,24.273,24.534,23.804,23.16,20.048,20.1
3,1093541,UNIVERSITY OF EMBU,BACHELOR OF SCIENCE (FINANCE),-,23.77,-,23.507,23.148,20.048,20.1
4,1240541,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE IN FINANCE,-,-,-,-,22.522,20.048,20.1
BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING,,,,,,,,,,
1,1079542,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING,-,-,-,24.79,30.803,31.69,29.978
2,1080542,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING,-,-,-,-,-,34.078,36.951
3,1087542,KISII UNIVERSITY,BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING,35.064,35.506,36.888,34.451,35.656,35.694,28.289
4,1164542,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING,41.73,40.342,40.374,40.256,41.593,40.91,40.797
5,1181542,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING,28.946,28.281,31.77,33.051,34.341,33.306,33.595
6,1246542,MURANGA UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING,35.346,27.412,33.504,34.057,35.531,36.195,34.966
7,1425542,ZETECH UNIVERSITY,BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING,-,-,-,-,-,-,19.223
8,1103542,KCA UNIVERSITY,BACHELOR OF SCIENCE IN SOFTWARE DEVELOPMENT,-,-,24.801,30.988,33.704,34.259,34.436
BACHELOR OF SCIENCE (HEALTH RECORDS & INFORMATION MGT.),,,,,,,,,,
1,1111543,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (HEALTH RECORDS & INFORMATION MGT.),39.058,31.815,31.232,31.455,32.202,32.225,30.576
2,1240543,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (HEALTH RECORDS & INFORMATION MGT.),-,25.697,27.337,24.522,24.868,25.672,17.459
3,1073543,RONGO UNIVERSITY,BACHELOR OF SCIENCE (HEALTH RECORDS AND INFORMATICS),-,-,-,25.125,24.452,22.361,17.459
4,1079543,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE (HEALTH RECORDS AND INFORMATICS),-,-,-,24.898,-,-,-
5,1229543,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (HEALTH RECORDS, WITH IT)",-,-,25.96,27.745,29.322,28.195,25.782
6,1107543,ST PAULS UNIVERSITY,BACHELOR OF SCIENCE IN HEALTH RECORDS MANAGEMENT & INFORMATICS,-,-,-,25.698,24.769,22.361,17.459
7,1249543,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE HEALTH RECORDS MANAGEMENT AND INFORMATION,39.047,30.51,31.055,29.343,30.685,28.153,29.565
"BACHELOR OF ARTS (DISASTER MANAGEMENT, WITH IT)",,,,,,,,,,
1,1229544,MASENO UNIVERSITY,"BACHELOR OF ARTS (DISASTER MANAGEMENT, WITH IT)",33.171,25.77,26.411,24.444,24.485,26.746,22.926
BACHELOR OF DISASTER MANAGEMENT,,,,,,,,,,
1,1080544,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF DISASTER MANAGEMENT,-,-,-,-,-,-,-
BACHELOR OF SCIENCE IN GLOBAL HEALTH AND TRAVEL MEDICINE,,,,,,,,,,
1,1082546,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE IN GLOBAL HEALTH AND TRAVEL MEDICINE,29.607,23.781,-,29.652,28.557,28.499,27.183
BACHELOR OF SCIENCE ( BIO-RESOURCES MANAGEMENT AND CONSERVATION),,,,,,,,,,
1,1108547,KIBABII UNIVERSITY,BACHELOR OF SCIENCE ( BIO-RESOURCES MANAGEMENT AND CONSERVATION),23,26.573,-,-,24.512,16.791,17.459
2,1082547,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE (BIO-RESOURCES MANAGEMENT AND CONSERVATION),-,-,-,-,-,-,-
BACHELOR OF SCIENCE IN MARITIME MANAGEMENT (COMMERCIAL),,,,,,,,,,
1,1063548,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF SCIENCE IN MARITIME MANAGEMENT (COMMERCIAL),23,22.115,-,32.262,-,16.791,17.459
2,1117548,PWANI UNIVERSITY,BACHELOR OF MARITIME STUDIES,-,-,-,-,-,16.791,-
BACHELOR OF SCIENCE (DISASTER RISK MANAGEMENT AND SUSTAINABLE DEVELOPMENT),,,,,,,,,,
1,1080549,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF SCIENCE (DISASTER RISK MANAGEMENT AND SUSTAINABLE DEVELOPMENT),23,25.158,-,24.662,23.637,25.114,22.926
2,1570549,TURKANA UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (DISASTER MANAGEMENT AND SUSTAINABLE DEVELOPMENT),-,-,-,-,-,-,22.926
BACHELOR OF ARTS (POLITICAL SCIENCE & PUBLIC ADMINISTRATION),,,,,,,,,,
1,1165550,MAASAI MARA UNIVERSITY,BACHELOR OF ARTS (POLITICAL SCIENCE & PUBLIC ADMINISTRATION),31.885,27.311,25.626,25.117,24.835,27.313,25.241
2,1073550,RONGO UNIVERSITY,BACHELOR OF ARTS (POLITICAL SCIENCE AND PUBLIC ADMINISTRATION),23,25.581,-,24.379,24.802,26.095,22.926
3,1096550,GARISSA UNIVERSITY,BACHELOR OF ARTS (POLITICAL SCIENCE AND PUBLIC ADMINISTRATION),-,-,-,24.781,24.979,24.455,22.926
4,1164550,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF ARTS IN POLITICAL SCIENCE,-,-,-,25.465,27.858,28.648,-
5,1480550,CATHOLIC UNIVERSITY OF EAST AFRICA,BACHELOR OF ARTS IN POLITICAL SCIENCE,23,27.772,26.257,24.384,24.941,25.808,24.035
6,1244550,KARATINA UNIVERSITY,BACHELOR OF ARTS IN POLITICAL SCIENCE AND PUBLIC ADMINISTRATION,31.01,26.802,-,24.546,24.207,26.6,22.926
7,1087159,KISII UNIVERSITY,BACHELOR OF ARTS (PUBLIC ADMINISTRATION AND POLITICAL SCIENCE),33.741,27.819,-,24.909,25.018,27.167,26.679
8,1425550,ZETECH UNIVERSITY,BACHELOR OF ARTS IN POLITICAL SCIENCE WITH TECHNOLOGY,-,-,-,-,-,-,22.926
"BACHELOR OF ARTS ( POLITICAL SCIENCE, WITH IT)",,,,,,,,,,
1,1229551,MASENO UNIVERSITY,"BACHELOR OF ARTS ( POLITICAL SCIENCE, WITH IT)",34.354,29.708,25.978,24.806,24.264,25.456,22.926
2,1117551,PWANI UNIVERSITY,BACHELOR OF ARTS ( POLITICAL SCIENCE),-,-,-,25.145,24.121,25.389,22.926
BACHELOR OF APPLIED SCIENCE (GEO-INFORMATICS),,,,,,,,,,
1,1112553,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF APPLIED SCIENCE (GEO-INFORMATICS),34.557,28.917,28.27,31.59,34.194,34.045,33.909
BACHELOR OF SCIENCE(BUSINESS INFORMATION SYSTEMS),,,,,,,,,,
1,1053554,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE(BUSINESS INFORMATION SYSTEMS),23,23.664,-,24.942,25.072,22.361,22.544
BACHELOR OF SCIENCE CLINICAL MEDICINE,,,,,,,,,,
1,1057560,EGERTON UNIVERSITY,BACHELOR OF SCIENCE CLINICAL MEDICINE,-,-,37.975,40.25,41.84,42.004,41.625
2,1061560,KABARAK UNIVERSITY,BACHELOR OF SCIENCE CLINICAL MEDICINE,-,35.223,34.617,38.237,39.97,41.365,41.834
3,1077560,KENYA METHODIST UNIVERSITY,BACHELOR OF SCIENCE CLINICAL MEDICINE,-,-,28.998,33.303,39.705,41.152,41.469
4,1079560,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE CLINICAL MEDICINE,40.825,38.292,29.477,36.902,38.925,39.699,39.917
5,1116560,UZIMA UNIVERSITY,BACHELOR OF SCIENCE CLINICAL MEDICINE,29.081,31.917,-,29.782,35.668,39.159,39.514
6,1118560,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE CLINICAL MEDICINE,42.582,39.524,31.993,37.679,39.547,40.122,40.689
7,1192560,GREAT LAKES UNIVERSITY OF KISUMU,BACHELOR OF SCIENCE CLINICAL MEDICINE,30.12,34.913,-,31.342,-,39.159,37.162
8,1249560,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE CLINICAL MEDICINE,43.747,41.944,39.693,40.324,42.137,42.521,42.693
9,1087560,KISII UNIVERSITY,BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,-,-,-,-,-,39.159,40.868
10,1240560,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,-,37.545,34.963,29.823,38.388,39.878,40.682
11,1240591,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,-,-,-,29.823,-,-,-
12,1279591,MOUNT KENYA UNIVERSITY,BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,-,-,-,30.669,-,40.96,42.356
13,1470560,KAIMOSI FRIENDS UNIVERSITY COLLEGE,BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,-,-,-,-,-,-,34.19
14,1082560,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE CLINICAL MEDICINE SURGERY AND COMMUNITY HEALTH,-,-,-,39.056,40.869,41.917,41.885
BACHELOR OF PHYSIOTHERAPY,,,,,,,,,,
1,1249561,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF PHYSIOTHERAPY,42.321,37.033,-,-,-,-,-
2,1253561,MOI UNIVERSITY,BACHELOR OF SCIENCE (PHYSICAL THERAPY),42.073,34.765,31.749,33.655,36.514,37.327,35.36
3,1600561,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (PHYSICAL THERAPY),-,23.321,-,27.791,29.569,29.416,27.646
BACHELOR OF RADIOGRAPHY,,,,,,,,,,
1,1249562,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF RADIOGRAPHY,43.287,41.934,38.814,40.576,42.366,42.877,42.445
BACHELOR OF SCIENCE (APPLIED BIOENGINEERING),,,,,,,,,,
1,1249563,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (APPLIED BIOENGINEERING),38.976,26.7,29.149,27.829,25.495,25.932,16.787
BACHELOR OF SCIENCE (COASTAL & MARINE RESOURCE MANAGEMENT),,,,,,,,,,
1,1111565,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (COASTAL & MARINE RESOURCE MANAGEMENT),32.462,26.909,-,26.538,27.169,16.791,17.459
2,1117565,PWANI UNIVERSITY,BACHELOR OF SCIENCE (MARINE BIOLOGY & FISHERIES),27.785,22.562,-,26.818,24.687,16.791,17.459
3,1063565,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF SCIENCE IN MARINE RESOURCE MANAGEMENT,23,23.315,-,28.436,33.309,16.791,17.459
BACHELOR OF POPULATION HEALTH,,,,,,,,,,
1,1170566,MACHAKOS UNIVERSITY,BACHELOR OF POPULATION HEALTH,30.727,-,-,-,-,-,-
2,1111566,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (POPULATION HEALTH),37.136,26.695,-,27.371,32.545,33.103,33.296
3,1166566,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (POPULATION HEALTH),28.88,24.645,-,26.968,27.701,32.191,17.459
BACHELOR OF SCIENCE IN APPLIED OPTICS AND LASERS,,,,,,,,,,
1,1164567,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN APPLIED OPTICS AND LASERS,27.733,27.444,24.805,24.98,25.177,25.548,16.787
BACHELOR OF SCIENCE (FORENSIC SCIENCE),,,,,,,,,,
1,1079568,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE (FORENSIC SCIENCE),28.038,27.356,24.23,26.396,23.062,16.791,17.459
2,1111568,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (FORENSIC SCIENCE),42.294,38.41,36.603,37.674,38.364,36.895,34.516
BACHELOR OF EDUCATION (ARTS) FINE ART,,,,,,,,,,
1,1111569,KENYATTA UNIVERSITY,BACHELOR OF EDUCATION (ARTS) FINE ART,35.483,29.431,-,27.179,26.872,28.9,27.521
BACHELOR OF SCIENCE (ENVIRONMENTAL EDUCATION),,,,,,,,,,
1,1111570,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (ENVIRONMENTAL EDUCATION),27.347,20.925,-,28.617,25.257,16.791,17.459
BACHELOR OF SCIENCE (RECREATION AND SPORTS MANAGEMENT),,,,,,,,,,
1,1111571,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (RECREATION AND SPORTS MANAGEMENT),29.123,23.982,-,23.799,24.208,24.411,24.252
BACHELOR OF SCIENCE (PETROLEUM ENGINEERING),,,,,,,,,,
1,1111572,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (PETROLEUM ENGINEERING),43.809,42.507,41.888,41.583,40.518,38.273,36.816
