"#",PROG CODE,INSTITUTION NAME,PROGRAMME NAME,2015 CUTOFF,2016 CUTOFF,2017 CUTOFF,2018 CUTOFF,2019 CUTOFF,2020 CUTOFF,2021 CUTOFF
BACHELOR OF ARTS,,,,,,,,,,
5,1073185,RONGO UNIVERSITY,BACHELOR OF SCIENCE (HORTICULTURE),23,20.739,-,24.5,23.572,16.791,17.459
6,1087185,KISII UNIVERSITY,BACHELOR OF SCIENCE (HORTICULTURE),-,-,-,-,24.599,16.791,17.459
7,1091185,TAITA TAVETA UNIVERSITY,BACHELOR OF SCIENCE (HORTICULTURE),23,24.139,-,25.042,25.153,16.791,17.459
8,1093185,UNIVERSITY OF EMBU,BACHELOR OF SCIENCE (HORTICULTURE),23,22.167,-,-,-,16.791,17.459
9,1105185,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (HORTICULTURE),23,21.003,25.86,25.323,30.616,16.791,17.459
10,1114185,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (HORTICULTURE),23,23.986,-,-,-,-,17.459
11,1118185,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (HORTICULTURE),23,22.496,-,-,25.768,16.791,17.459
12,1166185,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (HORTICULTURE),23,21.208,-,-,-,-,-
13,1263185,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (HORTICULTURE),35.131,22.117,-,24.686,24.955,16.791,-
14,1240185,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE HORTICULTURE,23,22.52,-,24.378,27.75,16.791,17.459
15,1249185,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE HORTICULTURE,34.045,26.411,25.278,24.163,24.844,16.791,17.459
16,1244185,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN HORTICULTURAL SCIENCE & MANAGEMENT,23,22.24,-,36.706,30.134,16.791,17.459
17,1053185,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE(HORTICULTURE),23,22.874,-,-,27.425,16.791,17.459
BACHELOR OF SCIENCE (ENVIRONMENTAL CONSERVATION AND NATURAL RESOURCES MANAGEMENT),,,,,,,,,,
1,1093186,UNIVERSITY OF EMBU,BACHELOR OF SCIENCE (ENVIRONMENTAL CONSERVATION AND NATURAL RESOURCES MANAGEMENT),23,21.556,-,27.456,29.152,16.791,17.459
2,1166186,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (ENVIRONMENTAL CONSERVATION AND NATURAL RESOURCES MANAGEMENT),27.795,21.541,-,29.837,-,16.791,17.459
3,1263186,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (ENVIRONMENTAL CONSERVATION AND NATURAL RESOURCES MANAGEMENT),36.657,24.194,28.525,26.096,28.647,16.791,17.459
BACHELOR OF SCIENCE (AGRI BUSINESS MANAGEMENT),,,,,,,,,,
1,1253187,MOI UNIVERSITY,BACHELOR OF SCIENCE (AGRI BUSINESS MANAGEMENT),38.41,30.307,29.183,26.063,25.369,16.791,17.459
2,1111587,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT & TRADE),39.999,33.214,-,24.107,25.466,24.705,25.219
3,1117187,PWANI UNIVERSITY,BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT & TRADE),34.41,22.515,-,26.221,24.031,16.791,17.459
4,1229187,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT, WITH IT)",34.888,28.505,28.548,28.125,25.266,16.791,17.459
5,1515187,TOM MBOYA UNIVERSITY COLLEGE,"BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT, WITH IT)",-,21.974,-,24.522,23.881,16.791,17.459
6,1080187,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT),-,-,-,27.805,27.68,16.791,17.459
7,1249187,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT),-,32.81,-,-,-,-,-
8,1240187,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE AGRIBUSINESS MANAGEMENT,32.661,26.245,-,-,27.722,16.791,17.459
9,1053187,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE(AGRIBUSINESS MANAGEMENT),29.994,21.316,-,29.454,23.711,16.791,17.459
10,1061187,KABARAK UNIVERSITY,BACHELOR OF SCIENCE IN AGRIBUSINESS MANGEMENT,-,-,33.909,26.874,26.873,16.791,17.459
BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),,,,,,,,,,
1,1082188,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),-,26.488,-,-,28.652,29.11,17.459
2,1111188,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),41.037,33.921,-,28.234,29.446,29.269,29.409
3,1118188,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),35.465,21.927,-,26.653,-,-,-
4,1253188,MOI UNIVERSITY,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),40.147,33.366,31.409,29.928,29.076,29.064,31.822
5,1580188,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),-,24.863,-,27.674,28.568,16.791,17.459
6,1600188,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),-,30.446,-,-,-,16.791,17.459
7,1061188,KABARAK UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,-,-,37.896,26.119,27.012,30.155,17.459
8,1077188,KENYA METHODIST UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,-,-,-,29.735,37.453,32.903,17.459
9,1079188,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,-,-,-,-,28.803,16.791,17.459
10,1117188,PWANI UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,35.225,22.268,-,26.295,26.155,16.791,17.459
11,1162188,DAYSTAR UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,28.16,23.561,30.528,27.373,33.049,16.791,17.459
12,1246188,MURANGA UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,-,-,-,30.024,29.722,16.791,17.459
13,1279188,MOUNT KENYA UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,27.202,23.165,-,25.549,31.475,31.113,-
14,1700188,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,-,-,-,-,-,16.791,17.459
BACHELOR OF HUMAN RESOURCE MANAGEMENT,,,,,,,,,,
1,1080189,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF HUMAN RESOURCE MANAGEMENT,-,-,-,-,25.1,22.361,27.774
2,1087189,KISII UNIVERSITY,BACHELOR OF HUMAN RESOURCE MANAGEMENT,35.718,29.454,26.08,25.192,24.884,22.361,25.334
3,1111189,KENYATTA UNIVERSITY,BACHELOR OF HUMAN RESOURCE MANAGEMENT,-,36.219,34.518,32.163,36.041,34.108,35.116
4,1244189,KARATINA UNIVERSITY,BACHELOR OF HUMAN RESOURCES MANAGEMENT,35.06,28.594,25.582,24.914,25.012,22.361,26.315
5,1079189,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),29.772,25.05,-,24.686,24.41,22.361,-
6,1096189,GARISSA UNIVERSITY,BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),23,24.862,-,25.679,24.595,22.361,22.544
7,1118189,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),33.898,24.755,-,24.319,24.421,22.361,25.86
8,1165189,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),34.71,27.741,24.97,24.274,24.655,22.361,25.743
9,1246189,MURANGA UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),23,25.123,25.379,24.883,24.194,22.361,24.746
10,1253189,MOI UNIVERSITY,BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),38.47,34.312,29.384,29.301,29.063,23.924,27.251
11,1700189,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),-,-,-,24.838,26.278,22.361,22.544
12,1073189,RONGO UNIVERSITY,BACHELOR OF SCIENCE IN HUMAN REOURCE MANAGEMENT,30.607,24.949,-,24.76,24.443,22.361,23.052
13,1229189,MASENO UNIVERSITY,"BACHELOR OF SCIENCE IN HUMAN RESOURCE MANAGEMENT, WITH IT",-,-,25.787,26.332,24.159,24.176,27.071
14,1240189,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE IN HUMAN RESOURCE MANAGEMENT,-,-,-,-,25.106,22.361,26.405
15,1249189,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN HUMAN RESOURCE MANAGEMENT,39.78,35.449,31.001,30.352,29.797,28.574,30.061
BACHELOR OF SCIENCE (FOOD NUTRITION & DIETETICS),,,,,,,,,,
1,1057190,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (FOOD NUTRITION & DIETETICS),39.186,28.362,29.067,25.674,28.479,29.942,17.459
2,1117190,PWANI UNIVERSITY,BACHELOR OF SCIENCE (FOOD NUTRITION & DIETETICS),-,-,-,32.001,25.314,16.791,17.459
3,1166190,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (FOOD NUTRITION AND DIETETICS),33.679,33.344,-,-,29.818,16.791,17.459
4,1263190,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (FOOD NUTRITION AND DIETETICS),41.209,36.042,27.962,31.382,29.05,32.933,33.832
5,1111190,KENYATTA UNIVERSITY,"BACHELOR OF SCIENCE (FOOD, NUTRITION & DIETETICS)",40.962,36.064,-,26.414,27.384,33.413,33.435
6,1229190,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (NUTRITION AND DIETETICS, WITH IT)",38.033,31.547,35.982,28.754,23.716,25.284,17.459
7,1515190,TOM MBOYA UNIVERSITY COLLEGE,"BACHELOR OF SCIENCE (NUTRITION AND DIETETICS, WITH IT)",-,37.043,-,27.188,24.845,16.791,17.459
8,1087190,KISII UNIVERSITY,BACHELOR OF SCIENCE IN FOOD NUTRITION AND DIETETICS,32.096,30.346,-,28.901,25.878,24.325,17.459
9,1170190,MACHAKOS UNIVERSITY,BACHELOR OF SCIENCE IN FOOD NUTRITION AND DIETETICS,-,-,-,-,-,16.791,17.459
10,1165190,MAASAI MARA UNIVERSITY,"BACHELOR OF SCIENCE IN FOOD, NUTRITION AND DIETETICS",-,-,-,-,-,-,17.459
BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION),,,,,,,,,,
1,1114191,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION),35.451,27.495,-,-,30.072,16.791,17.459
2,1249191,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (FOOD SCIENCE AND NUTRITION),-,-,36.344,29.071,27.038,16.791,17.459
3,1244191,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN FOOD SCIENCE AND NUTRITION,34.067,30.946,-,29.093,28.343,16.791,17.459
BACHELOR OF TECHNOLOGY EDUCATION (BUILDING CONSTRUCTION),,,,,,,,,,
1,1082192,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF TECHNOLOGY EDUCATION (BUILDING CONSTRUCTION),-,25.814,30.102,29.717,-,-,16.787
2,1246192,MURANGA UNIVERSITY OF TECHNOLOGY,BACHELOR OF TECHNOLOGY EDUCATION,-,-,26.035,24.442,25.322,27.284,16.787
3,1079192,KIRINYAGA UNIVERSITY,"BACHELOR OF TECHNICAL EDUCATION (BUILDING CONSTRUCTION OPTION, MECHANICAL ENGINEERING OPTION, ELECTRICAL AND ELECTRONIC OPTION) ",-,-,-,-,24.46,19.481,16.787
BACHELOR OF SCIENCE IN FOODS AND NUTRITION,,,,,,,,,,
1,1181193,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN FOODS AND NUTRITION,26.303,-,-,-,-,-,-
BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCE & TECHNOLOGY),,,,,,,,,,
1,1263194,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCE & TECHNOLOGY),43.654,41.431,37.87,38.851,40.954,40.716,41.347
2,1111194,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCE),43.149,40.387,37.379,38.867,40.157,40.513,40.632
3,1253194,MOI UNIVERSITY,BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCE),41.73,40.653,36.585,35.84,38.614,39.186,39.566
4,1600194,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCE),-,33.272,-,27.77,29.639,33.743,34.711
5,1229194,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCES, WITH IT)",41.607,38.999,33.072,37.309,38.357,38.52,38.946
6,1082194,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCES),39.864,37.664,27.657,35.451,37.33,38.089,37.83
7,1246194,MURANGA UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCES),-,-,29.325,31.917,34.653,36.185,36.974
8,1087194,KISII UNIVERSITY,BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,40.698,35.138,30.012,34.791,36.067,37.547,37.782
9,1166194,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,-,-,-,-,-,33.743,35.971
10,1181194,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,29.592,27.139,-,27.225,32.998,35.717,36.257
11,1240194,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,-,-,-,-,30.439,36.299,37.411
12,1249194,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,41.649,40.289,36.078,-,-,38.635,40.319
13,1279194,MOUNT KENYA UNIVERSITY,BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,30.461,33.814,-,34.374,38.135,38.911,40.04
BACHELOR OF SCIENCE (BIOMEDICAL SCIENCE AND TECHNOLOGY),,,,,,,,,,
1,1105195,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (BIOMEDICAL SCIENCE AND TECHNOLOGY),-,26.083,25.437,30.375,32.445,34.074,34.613
2,1057195,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (BIOMEDICAL SCIENCE & TECHNOLOGY),40.173,34.951,26.641,33.075,35.524,35.801,35.523
3,1176195,LAIKIPIA UNIVERSITY,BACHELOR OF SCIENCE (BIOMEDICAL SCIENCE AND TECHNOLOGY),-,-,-,-,-,27.366,32.153
4,1087195,KISII UNIVERSITY,BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES & TECHNOLOGY,38.04,26.838,-,28.457,32.434,33.396,33.751
5,1112195,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF TECHNOLOGY (SCIENCE LABORATORY TECHNOLOGY),30.076,32.403,28.304,33.338,34.917,35.75,36.062
BACHELOR OF SCIENCE (OCCUPATIONAL HEALTH & SAFETY),,,,,,,,,,
1,1082196,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE (OCCUPATIONAL HEALTH & SAFETY),-,22.966,-,28.864,31.807,35.963,24.6
2,1111196,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (OCCUPATIONAL HEALTH & SAFETY),36.062,29.821,-,26.975,28.618,27.969,29.149
3,1196196,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,BACHELOR OF SCIENCE IN OCCUPATIONAL THERAPY,-,-,-,27.706,31.922,33.29,17.459
4,1249196,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN OCCUPATIONAL THERAPY,-,22.228,-,-,26.098,26.254,31.183
BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH),,,,,,,,,,
1,1111197,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH),43.357,42.246,40.799,40.406,40.717,36.908,36.572
2,1117197,PWANI UNIVERSITY,BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH),-,-,-,25.014,33.566,30.037,27.625
3,1164197,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE (TELECOMMUNICATION AND INFORMATION ENGINEERING),42.903,-,-,-,-,-,-
4,1173197,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE (TELECOMMUNICATION AND INFORMATION ENGINEERING),-,-,-,30.174,35.665,35.486,33.333
5,1249197,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (TELECOMMUNICATION AND INFORMATION ENGINEERING),44.475,43.295,42.22,41.732,41.916,39.931,38.147
BACHELOR OF ARTS (ECONOMICS & SOCIOLOGY),,,,,,,,,,
1,1057198,EGERTON UNIVERSITY,BACHELOR OF ARTS (ECONOMICS & SOCIOLOGY),36.107,27.573,28.235,29.236,28.648,24.066,20.1
2,1105198,CHUKA UNIVERSITY,BACHELOR OF ARTS (ECONOMICS & SOCIOLOGY),32.169,23.676,24.229,24.023,24.178,20.048,20.1
3,1087198,KISII UNIVERSITY,BACHELOR OF ARTS (ECONOMICS AND SOCIOLOGY),30.194,25.157,-,24.451,24.018,20.048,20.1
4,1176198,LAIKIPIA UNIVERSITY,BACHELOR OF ARTS (ECONOMICS AND SOCIOLOGY),30.851,25.857,-,24.15,24.503,20.048,20.1
5,1685198,THARAKA UNIVERSITY COLLEGE,BACHELOR OF ARTS (ECONOMICS AND SOCIOLOGY),-,-,-,-,27.495,-,-
6,1229198,MASENO UNIVERSITY,"BACHELOR OF  APPLIED ECONOMICS, WITH IT",-,-,-,-,23.331,23.783,20.1
BACHELOR OF ECONOMICS & STATISTICS,,,,,,,,,,
1,1079199,KIRINYAGA UNIVERSITY,BACHELOR OF ECONOMICS & STATISTICS,-,-,24.015,23.768,23.815,20.048,20.1
2,1111199,KENYATTA UNIVERSITY,BACHELOR OF ECONOMICS & STATISTICS,43.22,40.767,37.958,37.371,38.499,35.947,36.104
3,1170199,MACHAKOS UNIVERSITY,BACHELOR OF ECONOMICS & STATISTICS,38.727,36.168,34.998,30.252,31.805,24.042,22.145
4,1061199,KABARAK UNIVERSITY,BACHELOR OF ECONOMICS AND STATISTICS,-,-,31.693,34.073,35.083,31.04,28.115
5,1087199,KISII UNIVERSITY,BACHELOR OF ECONOMICS AND STATISTICS,37.56,36.42,32.229,27.602,29.555,24.598,20.1
6,1093199,UNIVERSITY OF EMBU,BACHELOR OF ECONOMICS AND STATISTICS,-,24.596,29.762,23.079,23.402,20.048,20.1
7,1103199,KCA UNIVERSITY,BACHELOR OF ECONOMICS AND STATISTICS,-,-,-,-,-,27.949,28.445
8,1166199,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF ECONOMICS AND STATISTICS,34.563,32.79,28.112,25.108,23.685,20.048,20.1
9,1263199,UNIVERSITY OF NAIROBI,BACHELOR OF ECONOMICS AND STATISTICS,43.69,41.424,37.696,38.114,39.132,36.143,37.843
10,1279199,MOUNT KENYA UNIVERSITY,BACHELOR OF ECONOMICS AND STATISTICS,29.4,31.17,33.003,32.154,33.262,31.084,32.652
11,1425199,ZETECH UNIVERSITY,BACHELOR OF ECONOMICS AND STATISTICS,-,-,-,23.172,23.261,20.048,20.1
12,1229199,MASENO UNIVERSITY,"BACHELOR OF ECONOMICS AND STATISTICS, WITH IT",-,-,-,-,31.742,30.666,24.969
BACHELOR OF SCIENCE (ECONOMICS & STATISTICS),,,,,,,,,,
1,1057200,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (ECONOMICS & STATISTICS),42.416,39.479,35.123,35.512,36.195,32.464,25.424
2,1082200,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE (ECONOMICS & STATISTICS),-,-,28.814,31.915,33.269,25.036,26.288
3,1105200,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ECONOMICS & STATISTICS),38.31,34.662,30.715,31.672,30.902,26.292,26.14
4,1165200,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE (ECONOMICS & STATISTICS),-,26.405,28.359,27.485,25.984,20.048,20.1
5,1176200,LAIKIPIA UNIVERSITY,BACHELOR OF SCIENCE (ECONOMICS AND STATISTICS),36.802,33.281,28.383,28.458,25.765,20.048,20.1
6,1470200,KAIMOSI FRIENDS UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ECONOMICS AND STATISTICS),-,-,-,-,-,-,20.1
7,1685200,THARAKA UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ECONOMICS AND STATISTICS),-,-,-,24.568,23.779,20.048,20.1
8,1080200,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN APPLIED STATISTICS AND ECONOMICS,-,-,-,-,-,-,20.1
BACHELOR OF ARTS (WITH EDUCATION),,,,,,,,,,
1,1244201,KARATINA UNIVERSITY,BACHELOR OF ARTS (WITH EDUCATION),-,-,-,-,28.266,29.614,22.636
2,1253201,MOI UNIVERSITY,BACHELOR OF ARTS (WITH EDUCATION),23,24.073,24.779,27.199,28.396,29.573,22.636
3,1700201,BOMET UNIVERSITY COLLEGE,BACHELOR OF ARTS (WITH EDUCATION),-,-,-,-,27.843,29.108,22.636
BACHELOR OF SCIENCE IN NUTRITION AND DIETETICS,,,,,,,,,,
1,1173190,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN NUTRITION AND DIETETICS,-,31.235,35.187,27.376,32.517,26.656,26.891
2,1181202,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN NUTRITION AND DIETETICS,28.632,-,-,28.192,25.736,16.791,17.459
3,1192202,GREAT LAKES UNIVERSITY OF KISUMU,BACHELOR OF SCIENCE IN NUTRITION AND DIETETICS,30.266,-,-,27.899,-,25.459,17.459
4,1279202,MOUNT KENYA UNIVERSITY,BACHELOR OF SCIENCE IN NUTRITION AND DIETETICS,28.742,30.245,-,27.313,29.555,25.459,17.459
BACHELOR OF EDUCATION IN PRIMARY EDUCATION,,,,,,,,,,
1,1279204,MOUNT KENYA UNIVERSITY,BACHELOR OF EDUCATION IN PRIMARY EDUCATION,-,25.561,-,25.044,-,-,-
BACHELOR OF SCIENCE IN BUSINESS ADMINISTRATION,,,,,,,,,,
1,1460205,KIRIRI WOMENS UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE IN BUSINESS ADMINISTRATION,23,25.461,-,24.978,24.743,22.361,22.544
BACHELOR OF BUSINESS AND INFORMATION TECHNOLOGY,,,,,,,,,,
1,1061206,KABARAK UNIVERSITY,BACHELOR OF BUSINESS AND INFORMATION TECHNOLOGY,28.48,24.158,24.831,24.673,24.209,22.361,22.544
2,1080206,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF BUSINESS AND INFORMATION TECHNOLOGY,-,-,24.904,27.403,30.152,30.344,22.544
3,1103206,KCA UNIVERSITY,BACHELOR OF BUSINESS AND INFORMATION TECHNOLOGY,25.68,23.097,24.418,24.163,26.763,24.651,22.544
4,1107206,ST PAULS UNIVERSITY,BACHELOR OF BUSINESS AND INFORMATION TECHNOLOGY,-,-,-,-,-,22.361,22.544
5,1249206,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF BUSINESS AND INFORMATION TECHNOLOGY,-,-,30.616,-,-,-,-
6,1460206,KIRIRI WOMENS UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF BUSINESS AND INFORMATION TECHNOLOGY,23,-,-,24.221,24.554,22.361,22.544
BACHELOR OF SCIENCE IN HEALTH EDUCATION AND PROMOTION,,,,,,,,,,
1,1279207,MOUNT KENYA UNIVERSITY,BACHELOR OF SCIENCE IN HEALTH EDUCATION AND PROMOTION,-,26.836,-,-,28.266,16.791,17.459
BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY),,,,,,,,,,
1,1164208,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY),39.616,33.724,34.072,30.441,32.843,33.151,19.223
2,1229208,MASENO UNIVERSITY,BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY),38.132,30.041,31.775,25.776,25.027,24.866,19.223
3,1240208,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE IN COMPUTER TECHNOLOGY,34.602,25.483,26.212,23.759,24.633,19.481,19.223
4,1246208,MURANGA UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN COMPUTER TECHNOLOGY,-,24.545,24.882,25.332,25.651,19.481,19.223
5,1249208,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN COMPUTER TECHNOLOGY,42.074,39.288,37.436,38.203,38.268,38.382,28.621
BACHELOR OF SCIENCE IN LABORATORY TECHNOLOGY,,,,,,,,,,
1,1279209,MOUNT KENYA UNIVERSITY,BACHELOR OF SCIENCE IN LABORATORY TECHNOLOGY,-,22.414,-,24.26,27.251,30.474,32.094
"BACHELOR OF SCIENCE (EARTH SCIENCE, WITH IT)",,,,,,,,,,
1,1229210,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (EARTH SCIENCE, WITH IT)",23,23.396,25.842,25.281,-,17.674,-
2,1515210,TOM MBOYA UNIVERSITY COLLEGE,"BACHELOR OF SCIENCE (EARTH SCIENCE, WITH IT)",-,-,-,30.425,26.454,17.674,17.802
BACHELOR OF SCIENCE (MANUFACTURING ENGINEERING & TECHNOLOGY),,,,,,,,,,
1,1057211,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (MANUFACTURING ENGINEERING & TECHNOLOGY),34.072,34.868,33.959,36.337,37.406,37.2,26.371
BACHELOR OF SCIENCE IN MECHANICAL AND MANUFACTURING ENGINEERING,,,,,,,,,,
1,1164212,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN MECHANICAL AND MANUFACTURING ENGINEERING,37.385,37.596,36.826,37.521,38.815,37.807,34.661
BACHELOR OF ENVIRONMENTAL SCIENCE,,,,,,,,,,
